Hugo_Symbol	Entrez_Gene_Id	Patient_example_TD
ZBTB12	221527	1
C2-AS1	102060414	1
CFB	629	1
NELFE	7936	1
MIR1236	100302242	1
SKIV2L	6499	1
DXO	1797	1
STK19	8859	1
C4A	720	1
C4A-AS1	106478955	1
CYP21A1P	1590	1
TNXA	7146	1
STK19B	373159	1
C4B	721	1
C4B-AS1	106480730	1
CYP21A2	1589	1
TNXB	7148	1
RNA5SP206	106478999	1
ATF6B	1388	1
FKBPL	63943	1
PRRT1	80863	1
PPT2	9374	1
PPT2-EGFL8	100532746	1
EGFL8	80864	1
AGPAT1	10554	1
MIR6721	102466190	1
RNF5	6048	1
MIR6833	102465500	1
AGER	177	1
PBX2	5089	1
GPSM3	63940	1
NOTCH4	4855	1
TSBP1-AS1	101929163	1
TSBP1	10665	1
HNRNPA1P2	100131609	1
RNU6-603P	106480594	1
BTNL2	56244	1
HLA-DRA	3122	1
HLA-DRB9	3132	1
HLA-DRB5	3127	1
RNU1-61P	106481980	1
HLA-DRB6	3128	1
HLA-DRB1	3123	1
HLA-DQA1	3117	1
HLA-DQB1	3119	1
HLA-DQB1-AS1	106480429	1
MTCO3P1	404026	1
HLA-DQB3	3121	1
HLA-DQA2	3118	1
MIR3135B	100616218	1
HLA-DQB2	3120	1
HLA-DOB	3112	1
TAP2	6891	1
PSMB8	5696	1
PSMB8-AS1	100507463	1
PSMB9	5698	1
TAP1	6890	1
PPP1R2P1	100507444	1
HLA-Z	267017	1
HLA-DMB	3109	1
HLA-DMA	3108	1
BRD2	6046	1
HLA-DOA	3111	1
HLA-DPA1	3113	1
HLA-DPB1	3115	1
RPL32P1	6163	1
COL11A2	1302	1
RXRB	6257	1
RNY4P10	100379592	1
SLC39A7	7922	1
HSD17B8	7923	1
MIR219A1	407002	1
RING1	6015	1
ZNF70P1	100419609	1
HTATSF1P1	387039	1
HCG25	414765	1
VPS52	6293	1
RPS18	6222	1
B3GALT4	8705	1
WDR46	9277	1
MIR6873	102466754	1
PFDN6	10471	1
MIR6834	102465501	1
RGL2	5863	1
TAPBP	6892	1
ZBTB22	9278	1
DAXX	1616	1
SMIM40	113523636	1
MYL8P	442204	1
LYPLA2P1	653639	1
RPL35AP4	100048922	1
KIFC1	3833	1
RPL12P1	729727	1
PHF1	5252	1
CUTA	51596	1
SYNGAP1	8831	1
SYNGAP1-AS1	112390310	1
MIR5004	100847012	1
ZBTB9	221504	1
GGNBP1	449520	1
RN7SL26P	106479234	1
BAK1	578	1
LINC00336	401253	1
ITPR3	3710	2
UQCC2	84300	1
MIR3934	100500873	1
IP6K3	117283	1
LEMD2	221496	1
MLN	4295	1
LINC01016	100507584	1
MIR7159	102466816	1
MIR1275	100302123	2
GRM4	2914	2
KRT18P9	442205	1
CYCSP55	157317	1
HMGA1	3159	1
MIR6835	102465502	1
SMIM29	221491	1
RPL35P2	646766	1
NUDT3	11165	1
RPS10-NUDT3	100529239	1
RPS10	6204	1
PACSIN1	29993	1
SPDEF	25803	1
ILRUN	64771	1
RPL7P25	100129061	1
RN7SL200P	106480976	1
SNRPC	6631	1
UHRF1BP1	54887	1
RNY3P15	107178919	1
TAF11	6882	1
ANKS1A	23294	1
HSPE1P11	106481673	1
TCP11	6954	1
SCUBE3	222663	1
ZNF76	7629	1
DEF6	50619	1
PPARD	5467	1
FANCE	2178	1
RPL10A	4736	1
MIR7111	102465668	1
TEAD3	7005	1
TULP1	7287	1
FKBP5	2289	1
MIR5690	100847048	1
ARMC12	221481	1
CLPSL2	389383	1
CLPSL1	340204	1
CLPS	1208	1
LHFPL5	222662	1
SRPK1	6732	1
SLC26A8	116369	1
DPRXP2	503643	1
MAPK14	1432	1
MAPK13	5603	1
BRPF3	27154	1
PNPLA1	285848	1
BNIP5	389384	1
ETV7	51513	1
ETV7-AS1	105375037	1
PXT1	222659	1
KCTD20	222658	1
RN7SL502P	106479407	1
STK38	11329	1
RN7SL748P	106481125	1
SRSF3	6428	1
MIR3925	100500885	1
RNU1-88P	106481619	1
PANDAR	101154753	1
LAP3P2	389386	1
CDKN1A	1026	1
DINOL	108783646	1
RAB44	401258	1
CPNE5	57699	1
PPIL1	51645	1
C6orf89	221477	1
PI16	221476	1
MTCH1	23787	1
FGD2	221472	1
COX6A1P2	285849	1
RPL12P2	646875	1
PIM1	5292	1
TMEM217	221468	1
TBC1D22B	55633	1
RNF8	9025	1
RN7SL273P	106481834	1
CMTR1	23070	1
CCDC167	154467	1
LINC02520	100505530	1
MIR4462	100616413	1
MDGA1	266727	1
ZFAND3	60685	1
RN7SL285P	106479326	1
RNU1-87P	106480178	1
BTBD9	114781	1
BTBD9-AS1	101929425	1
GLO1	2739	1
DNAH8	1769	1
RN7SL465P	106479392	1
DNAH8-AS1	100131047	1
GLP1R	2740	1
SAYSD1	55776	1
ANKRD18EP	100131031	1
KCNK5	8645	1
KCNK17	89822	1
KCNK16	83795	1
KIF6	221458	1
E2F4P1	100131899	1
RNU1-54P	106481611	1
DAAM2	23500	1
DAAM2-AS1	100505635	1
MOCS1	4337	1
TUBBP9	442210	1
TDRG1	732253	1
LINC00951	401260	1
LRFN2	57497	1
RNU6-250P	106479678	1
UNC5CL	222643	1
OARD1	221443	1
TSPO2	222642	1
APOBEC2	10930	1
NFYA	4800	1
ADCY10P1	221442	1
TREML1	340205	1
TREM2	54209	1
TREML2	79865	1
TREML3P	340206	1
TREML4	285852	1
RNA5SP207	100873467	1
TREML5P	221438	1
TREM1	54210	1
RNU6-643P	106479851	1
NCR2	9436	1
FOXP4-AS1	101060264	1
LINC01276	103106903	1
FOXP4	116113	1
MIR4641	100616178	1
MDFI	4188	1
NPM1P51	100130606	1
TFEB	7942	1
PGC	5225	1
FRS3	10817	1
PRICKLE4	29964	1
TOMM6	100188893	1
USP49	25862	1
MED20	9477	1
BYSL	705	1
CCND3	896	1
RNU6-761P	106480607	1
TAF8	129685	1
C6orf132	647024	1
GUCA1A	2978	1
GUCA1B	2979	1
MRPS10	55173	1
TRERF1	55809	1
UBR2	23304	1
RNU6-890P	106480618	1
PRPH2	5961	1
ATP6V0CP3	442211	1
TBCC	6903	1
BICRAL	23506	2
RPL7L1	285855	2
C6orf226	441150	2
DNPH1	10591	1
TTBK1	84630	1
SLC22A7	10864	1
CRIP3	401262	1
ZNF318	24149	1
RPL12P47	107075115	1
RPS2P28	100132673	1
ABCC10	89845	1
MIR6780B	102466746	1
DLK2	65989	1
RNU6-1113P	106480056	1
TJAP1	93643	1
LRRC73	221424	1
POLR1C	9533	1
YIPF3	25844	1
XPO5	57510	1
POLH	5429	1
POLH-AS1	111216283	1
GTPBP2	54676	1
MAD2L1BP	9587	1
RSPH9	221421	1
MRPS18A	55168	1
VEGFA	7422	1
LINC02537	285857	1
C6orf223	221416	1
MRPL14	64928	1
TMEM63B	55362	1
CAPN11	11131	1
RN7SL811P	106479517	1
MYMX	101929726	1
SLC29A1	2030	1
HSP90AB1	3326	1
SLC35B2	347734	1
MIR4647	100616124	1
NFKBIE	4794	1
TMEM151B	441151	1
TCTE1	202500	1
AARS2	57505	1
SPATS1	221409	1
CDC5L	988	1
MIR4642	100616352	1
SUPT3H	8464	1
NUDT19P4	100422452	1
RBM22P4	100271870	1
MIR586	693171	1
RUNX2	860	1
RUNX2-AS1	105375077	1
CLIC5	53405	1
RNU6-754P	106481418	1
ENPP4	22875	1
ENPP5	59084	1
ACTG1P9	82	1
RCAN2	10231	1
CYP39A1	51302	1
SLC25A27	9481	1
TDRD6	221400	1
PLA2G7	7941	1
ANKRD66	100287718	1
MEP1A	4224	1
ADGRF5	221395	1
ADGRF5-AS1	101926962	1
ADGRF1	266977	1
TNFRSF21	27242	1
B3GNTL1P2	106480419	1
CD2AP	23607	1
ADGRF2	222611	1
ADGRF4	221393	1
RN7SKP116	106480869	1
OPN5	221391	1
RNU1-105P	106480185	1
PTCHD4	442213	1
HNRNPA3P4	389395	1
RBMXP1	3186	1
RNU7-65P	100151663	1
EEF1A1P42	442215	1
MMUT	4594	1
CENPQ	55166	1
GLYATL3	389396	1
C6orf141	135398	1
CYP2AC1P	106478960	1
RHAG	6005	1
CRISP2	7180	1
CRISP3	10321	1
PGK2	5232	1
CRISP1	167	1
DEFB133	403339	1
DEFB114	245928	1
DEFB113	245927	1
DEFB110	245913	1
DEFB112	245915	1
TFAP2D	83741	1
TFAP2B	7021	1
RPS17P5	442216	1
FTH1P5	2509	1
PKHD1	5314	1
RN7SL580P	106481081	1
MIR206	406989	1
LINCMD1	101154644	1
MIR133B	442890	1
IL17A	3605	1
IL17F	112744	1
SLC25A20P1	789	1
MCM3	4172	1
PAQR8	85315	1
EFHC1	114327	1
TRAM2	9697	1
TRAM2-AS1	401264	1
TMEM14A	28978	1
GSTA8P	100420627	1
SREK1IP1P2	115838655	1
GSTA7P	730152	1
GSTA2	2939	1
GSTA12P	647169	1
GSTA1	2938	1
GSTA6P	2942	1
GSTA5	221357	1
GSTA11P	647175	1
GSTA10P	647177	1
GSTA3	2940	1
GSTA9P	100174857	1
GSTA4	2941	1
RN7SK	125050	1
ICK	22858	1
FBXO9	26268	1
RN7SL244P	106479311	1
GCM1	8521	1
RNU6-464P	106479771	1
SOD1P1	106479055	1
RNU1-136P	106481632	1
HMGB1P20	100128227	1
ELOVL5	60481	1
MIR5685	100847075	1
RPS16P5	647190	1
RPL31P28	442217	1
RPL31P33	442218	1
RN7SKP256	106480911	1
NANOGP3	340217	1
GCLC	2729	1
LINC01564	101927171	1
KLHL31	401265	1
LRRC1	55227	1
MLIP	90523	1
MLIP-AS1	100873951	1
MLIP-IT1	100874282	1
ERHP2	100874403	1
TINAG	27283	1
CLNS1AP1	1204	1
RPL10P10	100129930	1
RPSAP44	652411	1
KRASP1	3844	1
RNU6-1023P	106480017	1
FAM83B	222584	1
HCRTR2	3062	1
GFRAL	389400	1
HMGCLL1	54511	1
BMP5	653	1
NPM1P36	652423	1
COL21A1	81578	1
DHFRP6	109729123	1
RCC2P7	442221	1
DST	667	1
DST-AS1	101930010	1
RPL17P26	100129784	1
PDSS2	57107	2
AHI1	54806	1
LINC00271	100131814	1
GAPDHP73	442262	1
HMGB1P17	100419974	1
PDE7B	27115	1
COX5BP2	1331	1
MTFR2	113115	1
BCLAF1	9774	1
MAP7	9053	1
NDUFS5P1	100996944	1
RN7SKP299	106480925	1
MAP3K5	4217	1
MAP3K5-AS1	101928461	1
RNA5SP219	100873479	1
PEX7	5191	1
SLC35D3	340146	1
RPL35AP3	387074	1
IL20RA	53832	1
IL22RA2	116379	1
IFNGR1	3459	1
OLIG3	167826	1
WAKMAR2	100130476	2
TNFAIP3	7128	2
LINC02528	105378020	2
LINC02865	NA	2
RPSAP42	100270919	2
PERP	64065	2
ARFGEF3	57221	2
PBOV1	59351	2
SMIM28	110806279	2
MARCKSL1P2	100913182	2
HEBP2	23593	2
NHSL1	57224	2
MIR3145	100423001	2
GVQW2	100507462	2
CCDC28A	25901	2
ECT2L	345930	2
ACKR4P1	285737	2
REPS1	85021	2
ABRACL	58527	2
HECA	51696	2
TXLNB	167838	2
CITED2	10370	2
LINC01625	645434	2
ATP5PBP6	645440	2
FILNC1	100132735	2
RNA5SP220	100873480	2
MIR3668	100500879	2
MIR4465	100616180	2
RPS3AP24	100271253	2
ADGRG6	57211	1
HIVEP2	3097	1
LINC01277	100507489	1
AIG1	51390	1
ADAT2	134637	1
TUBB8P2	106478982	1
RNA5SP221	106480759	1
PEX3	8504	1
VDAC1P8	100310840	1
FUCA2	2519	1
PHACTR2	9749	1
PHACTR2-AS1	285740	1
LTV1	84946	1
ZC2HC1B	153918	1
PLAGL1	5325	1
HYMAI	57061	1
SF3B5	83443	1
MRPL42P3	359746	1
STX11	8676	1
TPT1P4	285741	1
UTRN	7402	1
EPM2A	7957	1
RNU1-33P	106480156	1
FBXO30	84085	1
SHPRH	257218	1
GRM1	2911	1
FUNDC2P3	644625	1
RNA5SP222	100873481	1
RAB32	10981	1
ADGB	79747	1
RNU6-906P	106481465	1
KATNBL1P6	729176	1
STXBP5-AS1	729178	1
OSTCP1	202459	1
C6orf99	100130967	1
RNU6-293P	106481271	1
RSPH3	83861	1
TAGAP	117289	1
FNDC1	84624	1
FNDC1-IT1	100874312	1
LINC02529	102724053	1
SMOC2	64094	1
WDR27	253769	2
FAM20C	56975	1
PDGFA	5154	1
PRKAR1B	5575	1
DNAAF5	54919	1
SUN1	23353	1
GET4	51608	1
ADAP1	11033	2
COX19	90639	2
CYP2W1	54905	2
C7orf50	84310	2
MIR339	442907	2
GPR146	115330	2
GPER1	2852	2
ZFAND2A	90637	2
UNCX	340260	2
MICALL2	79778	2
INTS1	26173	2
MAFK	7975	2
TMEM184A	202915	2
PSMG3	84262	2
PSMG3-AS1	114796	2
TFAMP1	260341	1
ELFN1	392617	1
ELFN1-AS1	101927125	1
MAD1L1	8379	1
MIR4655	100616160	1
MRM2	29960	1
NUDT1	4521	1
SNX8	29886	1
MIR6836	102465503	1
IMMP1LP3	106481715	1
EIF3B	8662	1
CHST12	55501	1
GRIFIN	402635	1
LFNG	3955	1
MIR4648	100616116	1
BRAT1	221927	1
IQCE	23288	1
TTYH3	80727	1
AMZ1	155185	1
GNA12	2768	1
CARD11	84433	1
CARD11-AS1	101927256	1
RN7SKP130	106480873	1
SDK1	221935	1
CYP3A54P	106480749	1
FOXK1	221937	1
AP5Z1	9907	1
MIR4656	100616465	1
RADIL	55698	1
PAPOLB	56903	1
RPL22P16	100270959	1
MMD2	221938	1
RNF216P1	441191	1
RBAK-RBAKDN	100533952	1
SPDYE19P	100130307	1
RBAK	57786	1
RBAKDN	389458	1
OR10AH1P	402246	1
ZNF890P	645700	1
RNU6-215P	106481245	1
WIPI2	26100	1
SLC29A4	222962	1
TNRC18	84629	1
FBXL18	80028	1
MIR589	693174	1
ACTB	60	1
FSCN1	6624	1
RNF216	54476	1
CYTH3	9265	2
FAM220A	84792	1
RPSAP73	107075250	1
RAC1	5879	1
DAGLB	221955	1
KDELR2	11014	1
GRID2IP	392862	1
ZDHHC4	55146	1
C7orf26	79034	1
ZNF853	54753	1
ZNF316	100131017	1
ZNF12	7559	1
PMS2CL	441194	1
SPDYE20P	101060280	1
RSPH10B2	728194	1
CCZ1B	221960	1
OR7E39P	253933	1
UNC93B2	641922	1
OR7E136P	155340	1
OR7E59P	402249	1
ALG1L5P	647415	1
FAM86LP	641924	1
MIR3683	100500886	1
C1GALT1	56913	1
COL28A1	340267	1
MIOS	54468	1
RPA3	6119	1
UMAD1	729852	1
RNU6-534P	106481978	1
CCNB2P1	100132073	1
GLCCI1-DT	100505921	1
GLCCI1	113263	1
ICA1	3382	1
NXPH1	30010	1
GAPDHP68	100132601	1
HSPA8P8	100287551	1
NDUFA4	4697	1
PHF14	9678	1
RPL23AP52	100271465	1
NPM1P11	10836	1
THSD7A	221981	1
TMEM106B	54664	1
VWDE	221806	1
TAS2R2P	338396	1
SCIN	85477	1
ARL4A	10124	1
RN7SKP228	106479196	1
RBMX2P4	100862677	1
ETV1	2115	1
RPL6P21	100270846	1
DGKB	1607	1
EEF1A1P26	100128637	1
GTF3AP5	100128217	1
AGMO	392636	1
MEOX2	4223	1
LINC02587	101927524	1
RPL36AP26	729909	1
CRPPA	729920	1
RPL36AP29	100271510	1
CRPPA-AS1	100506025	1
SOSTDC1	25928	1
LRRC72	100506049	1
ANKMY2	57037	1
BZW2	28969	1
TSPAN13	27075	1
AGR2	10551	1
AGR3	155465	1
RAD17P1	9207	1
AHR	196	1
BRWD1P3	106480688	1
SNX13	23161	1
RNMTL1P2	100420223	1
PRPS1L1	221823	1
HDAC9	9734	1
MIR1302-6	100302140	1
RN7SKP266	106479214	1
HDAC9-AS1	105375176	1
NPM1P13	10834	1
TWIST1	7291	1
FERD3L	222894	1
TWISTNB	221830	1
MIR3146	100422967	1
TMEM196	256130	1
RPL21P75	728501	1
MACC1	346389	1
MACC1-AS1	100874041	1
ITGB8	3696	1
EEF1A1P27	100130234	1
ABCB5	340273	1
SP8	221833	1
RPL23P8	222901	1
LINC01162	104355138	1
RPS26P30	100271111	1
RN7SL542P	106479419	1
ASS1P11	340274	1
RNU1-15P	26858	1
SP4	6671	1
MIR1183	100302122	1
DNAH11	8701	1
CDCA7L	55536	1
RAPGEF5	9771	1
RNA5SP227	100873485	1
STEAP1B	256227	1
EEF1A1P6	221838	1
IL6-AS1	541472	1
IL6	3569	1
MTCYBP42	109729153	1
TOMM7	54543	1
SNHG26	109729180	1
SNORD93	692210	1
RPL12P10	392872	1
FAM126A	84668	1
KLHL7-DT	100775104	1
KLHL7	55975	1
AK3P3	100419075	1
NUP42	11097	1
GPNMB	10457	1
MALSU1	115416	1
IGF2BP3	10643	1
SNORD65C	109616981	1
RNU7-143P	106479078	1
RPS2P32	256355	1
TRA2A	29896	1
CLK2P1	1197	1
CCDC126	90693	1
FCF1P1	100422533	1
FAM221A	340277	1
STK31	56164	1
PCMTD1P3	100422595	1
TPT1P7	102723852	1
RNA5SP228	100873486	1
NPY	4852	1
RNU6-1103P	106480051	1
MPP6	51678	1
SUMO2P14	106480264	1
GSDME	1687	1
OSBPL3	26031	1
SNRPCP19	100310849	1
CYCS	54205	1
C7orf31	136895	1
NPVF	64111	1
TSEN15P3	105375192	1
MIR148A	406940	1
NFE2L3	9603	1
HNRNPA2B1	3181	1
CBX3	11335	1
SNX10	29887	1
KIAA0087	9808	1
LINC02860	285941	1
SKAP2	8935	1
RPL7AP38	442660	1
HMGB3P20	442661	1
TPM3P4	402643	1
NHP2P2	442290	1
HOXA1	3198	1
HOTAIRM1	100506311	1
HOXA2	3199	1
HOXA3	3200	2
HOXA-AS2	285943	1
HOXA4	3201	1
HOXA-AS3	100133311	2
HOXA5	3202	2
HOXA6	3203	2
HOXA7	3204	2
HOXA9	3205	2
HOXA10-AS	100874323	2
MIR196B	442920	2
HOXA10	3206	2
HOXA11	3207	2
HOXA11-AS	221883	2
HOXA13	3209	2
HOTTIP	100316868	2
EVX1-AS	101410536	2
EVX1	2128	2
RPL35P4	100271006	2
HNRNPA1P73	100129606	1
EIF4HP1	401316	1
PSMC1P2	442291	1
HIBADH	11112	1
TAX1BP1	8887	1
JAZF1	221895	1
RNU6-979P	106479999	1
JAZF1-AS1	100128081	1
PPIAP80	402644	1
CREB5	9586	1
TRIL	9865	1
CPVL	54504	1
CPVL-AS1	107986703	1
CHN2	1124	1
CHN2-AS1	102724484	1
NANOGP4	414132	1
PRR15	222171	1
ZNRF2P2	100271874	1
TMSB4XP3	100873877	1
DPY19L2P3	442524	1
MIR550A3	100616354	1
WIPF3	644150	1
SCRN1	9805	1
FKBP14	55033	1
PLEKHA8	84725	1
MTURN	222166	1
RPS27P16	100271119	1
ZNRF2	223082	1
MIR550B1	100500883	1
MIR550A1	693133	1
LINC01176	100506516	1
NOD1	10392	1
GGCT	79017	1
GARS-DT	401320	1
GARS1	2617	1
CRHR2	1395	1
INMT	11185	1
INMT-MINDY4	100526825	1
MINDY4	84182	1
AQP1	358	1
GHRHR	2692	1
ADCYAP1R1	117	1
NEUROD6	63974	1
ITPRID1	223075	1
PPP1R17	10842	1
PDE1C	5137	1
SNX2P2	100873785	1
RNU7-20P	100147768	1
MIR548F4	100313895	1
RN7SL76P	106479251	1
FASTK	10922	1
TMUB1	83590	1
AGAP3	116988	1
GBX1	2636	1
ASB10	136371	1
IQCA1L	392843	1
H2BE1	114483833	1
ABCF2	10061	1
CHPF2	54480	1
SMARCD3	6604	1
MIR5707	100847032	1
RNU6-1184P	106481553	1
RN7SKP174	106479172	1
RN7SL456P	106480511	1
RNY1	6084	1
RNA5SP250	100873506	1
RNU6-604P	106479833	1
RN7SL569P	106481077	1
RNA5SP249	100873505	1
RNU6-650P	106481387	1
RNY3	6085	1
RN7SL521P	106479413	1
RNU4-31P	106480546	1
MIR595	693180	1
RN7SL845P	106481863	1
RN7SKP280	106479220	1
RN7SL72P	106480941	1
MIR3907	100500835	1
MIR153-2	406945	1
LINC00996	285972	1
GIMAP8	155038	1
STRADBP1	389599	1
GIMAP7	168537	1
ALDH7A1P3	543	1
GIMAP4	55303	1
GIMAP6	474344	1
GIMAP2	26157	1
GIMAP5	55340	1
GIMAP1-GIMAP5	100527949	1
BET1P1	100128542	1
GIMAP3P	474345	1
GIMAP1	170575	1
KCNH2	3757	1
TMEM176A	55365	1
TMEM176B	28959	1
AOC1	26	1
NOS3	4846	1
ATG9B	285973	1
ABCB8	11194	1
ASIC3	9311	1
SLC4A2	6522	1
CDK5	1020	1
ATP6V0E2	155066	1
ATP6V0E2-AS1	401431	1
PAXIP1-AS1	202781	1
HTR5A-AS1	100128264	1
HTR5A	3361	1
NUB1	51667	1
WDR86-AS1	100131176	1
WDR86	349136	1
INSIG1	3638	1
BLACE	338436	1
EN2	2020	1
ESYT2	57488	1
CNPY1	285888	1
RBM33	155435	1
CRYGN	155051	1
WDR60	55112	1
LINC00689	154822	1
SHH	6469	1
LMBR1	64327	1
RNF32	140545	1
LINC00244	64433	1
LINC01006	100506380	1
ETF1P2	6825	1
RHEB	6009	1
PRKAG2-AS1	100505483	1
PRKAG2	51422	1
GALNTL5	168391	1
NOM1	64434	1
MNX1	3110	1
MNX1-AS2	105375606	1
MNX1-AS1	645249	1
GALNT11	63917	1
YBX1P4	100131012	1
UBE3C	9690	1
RPS27AP12	100130446	1
KMT2C	58508	1
SEPTIN7P6	100418720	1
FABP5P3	220832	1
DNAJB6	10049	1
PTPRN2	5799	1
CCT8L1P	155100	1
LINC01003	100128822	1
XRCC2	7516	1
ATP5PBP3	644333	1
LINC01022	105375616	1
THAP5P1	285872	1
ACTR3B	57180	1
NCAPG2	54892	1
LINC01287	103724390	1
PAXBP1P1	106481704	1
TPK1	27010	1
EEF1A1P10	100421829	1
EI24P4	100420072	1
RPL7P59	643308	1
DPY19L4P2	100420073	1
DPP6	1804	1
PAXIP1-AS2	100132707	1
PAXIP1	22976	1
RANP2	100874191	1
CNTNAP2	26047	1
CNTNAP2-AS1	101928700	1
DUTP3	100861485	1
C7orf33	202865	1
CUL1	8454	1
EZH2	2146	1
GHET1	102723099	1
PDIA4	9601	1
COX6B1P1	140603	1
ZNF786	136051	1
ZNF425	155054	1
ZNF398	57541	1
ZNF282	8427	1
ZNF212	7988	1
ZNF783	100289678	1
NPM1P12	10835	1
ZNF777	27153	1
ZNF746	155061	1
ZNF767P	79970	1
KRBA1	84626	1
ZNF467	168544	1
SSPO	23145	1
ZNF862	643641	1
RNY4	6086	1
MIR671	768213	1
ZBED6CL	113763	1
RARRES2	5919	1
LRRC61	65999	1
ACTR3C	653857	1
REPIN1	29803	1
ZNF775	285971	1
SEPTIN14P8	106480341	-1
RPL23AP53	644128	-1
ZNF596	169270	-1
FAM87A	157693	-1
FBXO25	26260	-1
TDRP	157695	-1
ERICH1	157697	-1
DLGAP2	9228	-1
DLGAP2-AS1	100507435	-1
CLN8	2055	-1
MIR3674	100500912	-1
MIR596	693181	-1
ARHGEF10	9639	-1
KBTBD11-OT1	104266957	-1
KBTBD11	9920	-1
MYOM2	9172	-1
MIR7160	102465695	-1
CSMD1	64478	-1
RNA5SP251	100873507	-1
PAICSP4	780813	-1
RN7SL318P	106481009	-1
RPL23AP54	100271466	-1
RN7SKP159	106480468	-1
MCPH1	79648	-1
ANGPT2	285	-1
MCPH1-AS1	100507530	-1
MIR8055	102465861	-1
AGPAT5	55326	-1
MIR4659A	100616348	-1
MIR4659B	100616372	-1
XKR5	389610	-1
DEFB1	1672	-1
RPL23AP96	392181	-1
DEFA6	1671	-1
DEFA4	1669	-1
DEFA8P	449491	-1
DEFA9P	449492	-1
DEFA10P	449493	-1
DEFA1	1667	-1
DEFT1P	170949	-1
DEFA1B	728358	-1
DEFT1P2	100287083	-1
DEFA3	1668	-1
DEFA11P	724068	-1
DEFA7P	724067	-1
DEFA5	1670	-1
RPS3AP30	100271254	-1
SNRPCP6	100310856	-1
SNRPCP15	100310857	-1
RPS3AP33	100271259	-1
OR7E125P	389616	-1
FAM90A15P	389630	-1
FAM90A3P	389611	-1
FAM90A4P	441313	-1
FAM90A13P	441314	-1
FAM90A5P	441315	-1
FAM90A20P	728430	-1
FAM66B	100128890	-1
DEFB109B	641517	-1
USP17L1	401447	-1
USP17L4	645402	-1
ZNF705G	100131980	-1
DEFB108C	503837	-1
DEFB4B	100289462	-1
HSPD1P3	3332	-1
DEFB103B	55894	-1
SPAG11B	10407	-1
DEFB104B	503618	-1
DEFB106B	503841	-1
DEFB105B	504180	-1
DEFB107B	503614	-1
PRR23D1	100131608	-1
FAM90A6P	389618	-1
FAM90A21P	619418	-1
OR7E157P	403219	-1
OR7E154P	403296	-1
PRR23D2	100133251	-1
DEFB107A	245910	-1
DEFB105A	245908	-1
DEFB106A	245909	-1
DEFB104A	140596	-1
SPAG11A	653423	-1
DEFB103A	414325	-1
HSPD1P2	645808	-1
DEFB4A	1673	-1
ZNF705B	100132396	-1
DEFB108A	503694	-1
FAM66E	100132103	-1
USP17L8	392188	-1
USP17L3	645836	-1
DEFB109C	100286963	-1
FAM90A11P	441331	-1
FAM90A24P	441332	-1
FAM90A12P	645879	-1
OR7E96P	401450	-1
MIR548I3	100302186	-1
SNRPCP17	106481702	-1
ENPP7P1	100421823	-1
FAM85B	105379219	-1
FAM86B3P	286042	-1
ALG1L13P	106479038	-1
PRAG1	157285	-1
RN7SL178P	106479286	-1
CLDN23	137075	-1
MFHAS1	9258	-1
RNU6-682P	106479867	-1
RPL10P19	645960	-1
ERI1	90459	-1
MIR4660	100616350	-1
RNU7-55P	6075	-1
PPP1R3B	79660	-1
RNU6-1151P	106481543	-1
RNU6-526P	106481347	-1
TNKS	8658	-1
MIR597	693182	-1
LINC00599	157627	-1
MIR124-1	406907	-1
MSRA	4482	-1
RNU6-729P	106481410	-1
PRSS51	346702	-1
PRSS55	203074	-1
RP1L1	94137	-1
MIR4286	100422982	-1
C8orf74	203076	-1
RNA5SP252	100873508	-1
SOX7	83595	-1
PINX1	54984	-1
MIR1322	100302166	-1
XKR6	286046	-1
MIR598	693183	-1
LINC00529	83647	-1
RPL19P13	392193	-1
MTMR9	66036	-1
SLC35G5	83650	-1
TDH	157739	-1
FAM167A-AS1	83656	-1
RN7SL293P	106481835	-1
RNU6-1084P	106480042	-1
FAM167A	83648	-1
BLK	640	-1
LINC00208	83655	-1
GATA4	2626	-1
C8orf49	606553	-1
NEIL2	252969	-1
SUB1P1	728938	-1
FDFT1	2222	-1
CTSB	1508	-1
OR7E158P	392194	-1
OR7E161P	389626	-1
DEFB136	613210	-1
DEFB135	613209	-1
DEFB134	613211	-1
DEFB131E	110806269	-1
DEFB131C	100128174	-1
DEFB130B	100133267	-1
RNA5SP253	106480760	-1
DEFB108D	504185	-1
ZNF705D	728957	-1
FAM66D	100132923	-1
USP17L7	392197	-1
USP17L2	377630	-1
DEFB109D	503838	-1
FAM90A2P	729689	-1
ALG1L11P	106480789	-1
FAM86B1	85002	-1
ENPP7P12	106480230	-1
DEFB131D	100287066	-1
DEFB130A	245940	-1
RNA5SP254	106481793	-1
DEFB108E	503840	-1
ZNF705CP	389631	-1
FAM66A	100133172	-1
DEFB109A	245912	-1
FAM90A25P	389633	-1
ALG1L12P	100421097	-1
FAM86B2	653333	-1
ENPP7P6	107133511	-1
RPS3AP34	100271260	-1
RPS3AP35	100271261	-1
OR7E8P	346708	-1
OR7E15P	8588	-1
OR7E10P	10823	-1
MIR5692A2	100847038	-1
LONRF1	91694	-1
MIR3926-1	100500870	-1
MIR3926-2	100500838	-1
LINC00681	101409254	-1
TRMT9B	57604	-1
RNU6-842P	106481447	-1
DLC1	10395	-1
MTND4P7	100873195	-1
RNA5SP255	100873509	-1
C8orf48	157773	-1
SGCZ	137868	-1
EIF4EP5	100131565	-1
