Hugo_Symbol	Entrez_Gene_Id	Patient_example_TD
RPL36P19	100873855	1
ENOX1-AS2	100874130	1
ENOX1-AS1	100874129	1
CCDC122	160857	1
LACC1	144811	1
NRAD1	121838	1
DGKZP1	400126	1
LINC00390	105370183	1
SMIM2-AS1	101929212	1
SMIM2	79024	1
SMIM2-IT1	100874377	1
MIR8079	102465876	1
SERP2	387923	1
TUSC8	400128	1
TSC22D1	8848	1
TSC22D1-AS1	641467	1
SMARCE1P5	400129	1
LINC00407	106144541	1
LINC00330	144817	1
NUFIP1	26747	1
GPALPP1	55425	1
RN7SL49P	106480935	1
RN7SKP3	100873847	1
GTF2F2	2963	1
RN7SKP4	100873848	1
KCTD4	386618	1
TPT1	7178	1
SNORA31	677814	1
TPT1-AS1	100190939	1
RCN1P2	728913	1
SLC25A30	253512	1
SLC25A30-AS1	100874259	1
PPIAP25	647085	1
COG3	83548	1
ERICH6B	220081	1
RNA5SP27	100873359	1
TIMM9P3	100862725	1
COX4I1P2	652170	1
LINC01055	103752581	1
AKR1B1P4	390402	1
CBY2	220082	1
SIAH3	283514	1
ZC3H13	23091	1
CPB2-AS1	100509894	1
CPB2	1361	1
LCP1	3936	1
RN7SL288P	106481000	1
LRRC63	220416	1
RN7SKP5	100873849	1
ABITRAMP1	390403	1
LINC00563	100861554	1
RUBCNL	80183	1
RNU2-6P	100873825	1
RNU6-68P	100873772	1
PPP1R2P4	728970	1
LINC01198	101929344	1
OR7E101P	81138	1
COX17P1	81993	1
FKBP1AP3	2284	1
LRCH1	23143	1
ESD	2098	1
HTR2A	3356	1
HTR2A-AS1	100874082	1
GNG5P5	100101935	1
RN7SL700P	106479478	1
SUCLA2	8803	1
NAP1L4P3	730174	1
RPL27AP8	100271605	1
LINC00562	100861549	1
SUCLA2-AS1	101929410	1
NUDT15	55270	1
MED4	29079	1
MED4-AS1	100873965	1
POLR2KP2	100129174	1
ITM2B	9445	1
RB1-DT	100862704	1
RB1	5925	1
PPP1R26P1	100418740	1
PCNPP5	100507361	1
LPAR6	10161	1
RCBTB2	1102	1
LINC01077	107080621	1
LINC00462	100129597	1
CYSLTR2	57105	1
PSME2P2	338099	1
FNDC3A	22862	1
RNU6-60P	106480750	1
RAD17P2	9206	1
RNY3P2	100862668	1
COX7CP1	9386	1
OGFOD1P1	387924	1
MLNR	2862	1
CDADC1	81602	1
CAB39L	81617	1
SETDB2	83852	1
SNRPGP14	100874434	1
PHF11	51131	1
RCBTB1	55213	1
ARL11	115761	1
EBPL	84650	1
KPNA3	3839	1
RNY4P30	100862673	1
CTAGE10P	220429	1
RNY4P9	100379300	1
SPRYD7	57213	1
DLEU2	8847	1
TRIM13	10206	1
MIR3613	100500908	1
KCNRG	283518	1
MIR16-1	406950	1
MIR15A	406948	1
DLEU1	10301	1
RPL18P10	100271286	1
ST13P4	145165	1
RPL34P26	100130718	1
DLEU7	220107	1
RNA5SP28	100873360	1
RNASEH2B-AS1	100874255	1
RNASEH2B	79621	1
GUCY1B2	2974	1
RNA5SP29	100873361	1
C13orf42	647166	1
RPL5P31	341674	1
PRELID3BP2	106481667	1
FAM124A	220108	1
SERPINE3	647174	1
MIR5693	100847003	1
INTS6	26512	1
INTS6-AS1	100507398	1
RPS4XP16	220433	1
RN7SL320P	106481010	1
SNRPGP11	100874426	1
MIR4703	100616423	1
RNU6-65P	106480751	1
WDFY2	115825	1
RNY1P6	100873805	1
RN7SL413P	106479374	1
ATP5PBP1	100422523	1
DHRS12	79758	1
TMEM272	283521	1
CCDC70	83446	1
CTAGE3P	220112	1
ATP7B	540	1
FABP5P2	729163	1
ALG11	440138	1
UTP14C	9724	1
NEK5	341676	1
NEK3	4752	1
MRPS31P5	100887750	1
TPTE2P2	644623	1
LINC02333	103191607	1
THSD1	55901	1
RNY4P24	100862664	1
VPS36	51028	1
CKAP2	26586	1
LINC00345	105370208	1
MRPS31P4	100885866	1
HNRNPA1L2	144983	1
SUGT1	10910	1
CNMD	11061	1
MIR759	100313778	1
PPIAP26	121981	1
PCDH8	5100	1
OLFM4	10562	1
LINC01065	102723875	1
PCDH8P1	100133285	1
RN7SL618P	106479447	1
ZNF646P1	100419854	1
LINC00558	100861552	1
LINC00458	100507428	1
MIR1297	100302187	1
RPL13AP25	100287887	1
LINC02335	107984565	1
MIR5007	100846996	1
HNF4GP1	100130462	1
SPATA2P1	100873966	1
RN7SKP6	100873850	1
PRR20A	122183	1
PRR20C	729240	1
PRR20B	729233	1
PRR20D	729246	1
PRR20E	729250	1
PRR20FP	106480416	1
MTCO2P3	100873203	1
SLC25A5P4	100131027	1
RPL31P53	100271477	1
PCDH17	27253	1
RNA5SP30	100873362	1
LINC02338	101926897	1
LINC00374	106144531	1
RNY4P29	100873823	1
CTAGE16P	341689	1
DNAJA1P1	100129308	1
HMGN2P39	100874483	1
POLR3KP1	100289667	1
RPP40P2	100420608	1
RNU7-88P	100873843	1
DIAPH3	81624	1
DIAPH3-AS1	100874195	1
RN7SL375P	106479359	1
DIAPH3-AS2	100874196	1
RNY4P28	100873822	1
LINC00434	100874169	1
TARDBPP2	440142	1
TDRD3	81550	1
RNA5SP31	100873363	1
LINC00378	101926930	1
EIF4A1P6	390407	1
RNY3P5	100873809	1
LINC01442	103456507	1
MIR3169	100422973	1
PCDH20	64881	1
LINC02339	101926951	1
RAC1P8	100874398	1
LINC00358	100874143	1
LINC01075	103752583	1
LINC01074	106144607	1
LINC00459	100874180	1
RPL32P28	100133193	1
SQSTM1P1	106480677	1
LINC00448	100874176	1
LINC00376	104355293	1
LINC00395	100874157	1
OR7E156P	283491	1
RNU6-81P	100873780	1
PPP1R2P10	100128626	1
OR7E104P	81137	1
LINC00355	144766	1
NFYAP1	100130677	1
LGMNP1	122199	1
STARP1	6771	1
HNRNPA3P5	387933	1
LINC01052	105370242	1
MIR548X2	100616302	1
MIR4704	100616205	1
TRIM60P19	100533672	1
PCDH9	5101	1
PCDH9-AS1	100874065	1
RNU7-87P	100873842	1
PCDH9-AS2	100874064	1
PCDH9-AS3	100874086	1
PCDH9-AS4	100874087	1
RPSAP53	400141	1
LINC00364	100874145	1
BCRP9	107126287	1
NPM1P22	390411	1
OR7E111P	81136	1
OR7E33P	26640	1
ELL2P3	100533713	1
HNRNPA1P18	100874400	1
RPL37P21	100271516	1
RPS3AP52	100873818	1
RPL12P34	100271407	1
RN7SL761P	106479499	1
LINC00550	338862	1
LINC02342	105370253	1
ZDHHC20P4	730239	1
SNRPFP3	100874422	1
LINC00383	103689913	1
SRSF1P1	100128625	1
KLHL1	57626	1
RNY3P10	100873820	1
PSMC1P13	100422305	1
ATXN8OS	6315	1
RNU6-54P	106478986	1
MTCL1P1	100288130	1
LINC00348	100885781	1
RABEPKP1	100421226	1
DACH1	1602	1
H3P36	100287087	1
RPL21P109	100271437	1
RPL35AP31	100271640	1
RPS10P21	100271351	1
RPL18AP17	100873859	1
RPL21P110	100271438	1
RNU6-80P	106478990	1
MZT1	440145	1
BORA	79866	1
DIS3	22894	1
PIBF1	10464	1
RNU6-79P	100873779	1
PSMD10P3	338091	1
KLF5	688	1
FABP5P1	387934	1
RNU6-66P	100873770	1
RNU4-10P	100862676	1
RNY1P8	100873807	1
MARK2P12	100421565	1
LINC00393	100874156	1
LINC00392	100874155	1
KLF12	11278	1
LINC00402	100507612	1
RNY1P5	100862667	1
RPL21P108	100271434	1
LINC00381	100874151	1
LINC00347	338864	1
RIOK3P1	122145	1
RNU6-38P	106480709	1
SSR1P2	100131189	1
CTAGE11P	647288	1
LINC01078	106144536	1
TBC1D4	9882	1
COMMD6	170622	1
UCHL3	7347	1
LMO7-AS1	101927155	1
LMO7	4008	1
FAM204CP	100420916	1
LMO7DN	729420	1
LMO7DN-IT1	104326189	1
LINC00561	100861545	1
LINC01034	106144601	1
RN7SL571P	106479431	1
KCTD12	115207	1
BTF3P11	690	1
ACOD1	730249	1
RPL7P44	390413	1
DHX9P1	1661	1
CLN5	1203	1
FBXL3	26224	1
MYCBP2-AS1	100874212	1
MYCBP2	23077	1
MYCBP2-AS2	100874213	1
SCEL	8796	1
SCEL-AS1	104355296	1
RNY3P7	100862670	1
SPTLC1P5	100874512	1
SLAIN1	122060	1
MIR3665	100500861	1
EDNRB-AS1	100505518	1
EDNRB	1910	1
OBI1-AS1	100874222	1
RN7SL810P	106481142	1
LINC01069	101927176	1
LINC00446	100874175	1
SRGNP1	106480246	1
RNY3P3	100862669	1
RPL31P54	100271483	1
ELOCP23	100462881	1
POU4F1	5457	1
OBI1	79596	1
RPL21P111	100271439	1
LINC00331	100874126	1
HSPD1P8	647298	1
CCT5P2	390415	1
NIPA2P5	100874488	1
BCAS2P3	100128339	1
RBM26	64062	1
RNA5SP33	100873365	1
RBM26-AS1	100505538	1
NDFIP2-AS1	100874208	1
NDFIP2	54602	1
LINC01068	103724388	1
LINC01038	102724076	1
LINC00382	101927195	1
LINC01080	101515984	1
SPRY2	10253	1
RNU6-61P	106480435	1
HNRNPA1P31	100506925	1
PWWP2AP1	100129459	1
ARF4P4	100129023	1
LINC00377	103724386	1
DPPA3P3	106481963	1
LINC00564	100861546	1
RNU6-77P	106481792	1
HIGD1AP2	100874450	1
PTMAP5	150928	1
GYG1P2	647317	1
RNU6-67P	100873771	1
SLITRK1	114798	1
VENTXP2	100287345	1
UBE2D3P4	100131800	1
MTND4P1	100873211	1
MTND5P3	100873210	1
LINC00333	100874128	1
LINC00375	104355140	1
LINC00351	100874137	1
SLITRK6	84189	1
MOB1AP1	100873874	1
DDX6P2	100130117	1
TXNL1P1	100419095	1
LINC00430	106144533	1
UBBP5	100873783	1
LIN28AP2	100287388	1
MIR4500HG	642345	1
MIR4500	100616182	1
SLITRK5	26050	1
LINC00397	101930749	1
TET1P1	441662	1
LINC00373	105370306	1
RPL29P29	100271474	1
LINC00433	100874168	1
LINC00560	100861553	1
GRPEL2P1	100874360	1
LINC00440	100874172	1
LINC01047	105616982	1
TRIM60P13	100132195	1
SP3P	160824	1
LINC02336	105370309	1
LINC01040	105370308	1
LINC00353	100874139	1
RPL7L1P1	100129260	1
PEX12P1	121727	1
LINC00559	100874187	1
RNA5SP34	100873366	1
FAR1P1	100128011	1
KRT18P27	390418	1
MIR622	693207	1
LINC01049	101927224	1
RNU6-75P	100873776	1
LINC00410	144776	1
BRK1P2	100874492	1
LINC00380	101930747	1
LINC00379	100874150	1
PPIAP23	390419	1
MIR17HG	407975	1
MIR17	406952	1
MIR18A	406953	1
MIR19A	406979	1
MIR20A	406982	1
MIR19B1	406980	1
MIR92A1	407048	1
GPC5	2262	1
RNU4ATAC3P	106480753	1
FABP5P4	404766	1
GPC5-AS2	100873970	1
GPC5-IT1	100874293	1
MIR548AS	100847092	1
GPC5-AS1	100873969	1
LINC00363	104326053	1
GPC6	10082	1
HNRNPA1P29	100421424	1
GPC6-AS2	100873973	1
RNA5SP35	100873367	1
GPC6-AS1	100873972	1
DCT	1638	1
TGDS	23483	1
GPR180	160897	1
RNA5SP36	100873368	1
LINC00391	100874154	1
RN7SL585P	106479436	1
SOX21-AS1	100507533	1
SOX21	11166	1
BRD7P5	100129259	1
RPL21P112	100270753	1
LINC00557	100861544	1
RNU6-62P	106478987	1
ABCC4	10257	1
RNY3P8	106478985	1
RNY4P27	100873821	1
MEMO1P5	106481668	1
CLDN10	9071	1
CLDN10-AS1	100874194	1
DZIP1	22873	1
DNAJC3-DT	100289274	1
DNAJC3	5611	1
MTND5P2	100873209	1
MTND6P18	106478951	1
MTCYBP3	100873204	1
UGGT2	55757	1
HMGN1P24	100874462	1
HS6ST3	266722	1
RN7SL164P	106480965	1
MIR4501	100616137	1
AMMECR1LP1	100420921	1
HSP90AB6P	541611	1
TULP3P1	100128017	1
RN7SKP7	100873851	1
OXGR1	27199	1
LINC00456	103625683	1
MBNL2	10150	1
RNA5SP37	100873369	1
RAP2A	5911	1
PSMA6P4	121906	1
RPL7AP61	100271539	1
IPO5	3843	1
FTLP8	100462790	1
FARP1	10160	1
RNF113B	140432	1
RN7SKP8	100873852	1
MIR3170	100422881	1
FARP1-AS1	100874080	1
STK24	8428	1
STK24-AS1	100874069	1
NUS1P4	100130167	1
CYCSP35	121916	1
CALM2P4	643193	1
RN7SL60P	106480938	1
SLC15A1	6564	1
DOCK9	23348	1
DOCK9-AS1	100874096	1
RPL7L1P12	100420200	1
RNU6-83P	100873782	1
DOCK9-DT	100861541	1
RPS6P23	100130313	1
UBAC2-AS1	100289373	1
GAPDHP22	390421	1
UBAC2	337867	1
RN7SKP9	100873853	1
H2AZP3	728023	1
GPR18	2841	1
GPR183	1880	1
MIR623	693208	1
HMGB3P4	100873890	1
CCR12P	100133168	1
TM9SF2	9375	1
LINC01232	102725509	1
LINC00449	106478991	1
LINC01039	104355149	1
CFL1P8	100873812	1
CLYBL	171425	1
MIR4306	100422861	1
CLYBL-AS2	100874063	1
CLYBL-AS1	101927465	1
ZIC5	85416	1
ZIC2	7546	1
LINC00554	100861542	1
NDUFA12P1	100527945	1
PCCA-DT	105370333	1
ASNSP3	100423061	1
PCCA	5095	1
RPL15P18	728088	1
PCCA-AS1	100885777	1
GGACT	87769	1
RPS26P47	400156	1
TMTC4	84899	1
COX5BP6	101234262	1
NALCN-AS1	100885778	1
ARF4P3	390423	1
LINC00411	100874161	1
NALCN	259232	1
ITGBL1	9358	1
FGF14	2259	1
RNU1-24P	100873865	1
HMGB3P7	100420033	1
MIR2681	100616110	1
LIPT1P1	100131188	1
RNY1P2	100862666	1
MIR4705	100616239	1
RPL39P29	100271522	1
FGF14-IT1	283480	1
FGF14-AS1	100874081	1
FGF14-AS2	283481	1
LINC00555	100861543	1
TPP2	7174	1
METTL21C	196541	1
CCDC168	643677	1
LINC00283	100874057	1
TEX30	93081	1
POGLUT2	79070	1
BIVM-ERCC5	100533467	1
BIVM	54841	1
ERCC5	2073	1
METTL21EP	121952	1
SLC10A2	6555	1
LINC01309	104326190	1
ATP6V1G1P7	100874514	1
RPL7P45	100271225	1
DAOA-AS1	282706	1
DAOA	267012	1
LINC00343	144920	1
RNA5SP38	100873370	1
LINC00460	728192	1
RPL35P9	100873796	1
EFNB2	1948	1
ARGLU1	55082	1
LINC00551	283483	1
LINC00443	100874173	1
ATP5MC1P5	390424	1
PPIAP24	122335	1
FAM155A	728215	2
SNORD31B	109616978	2
MIR1267	100302286	2
FAM155A-IT1	100874375	2
LIG4	3981	2
ABHD13	84945	2
TNFSF13B	10673	2
RNA5SP39	100873371	2
HCFC2P1	100419149	2
MYO16	23026	1
MYO16-AS2	100874067	1
MYO16-AS1	100885782	1
LINC00370	105370357	1
LINC01067	107080624	1
LINC00399	104326054	1
LINC00676	101409253	1
IRS2	8660	1
RN7SKP10	100873873	1
LINC00396	104355146	1
RN7SL783P	106479505	1
COL4A1	1282	1
COL4A2	1284	1
MIR8073	102465872	1
COL4A2-AS2	100129836	1
COL4A2-AS1	100874203	1
RAB20	55647	1
NAXD	55739	1
CARS2	79587	1
ING1	3621	1
RPL21P107	644627	1
LINC00567	283486	1
LINC00346	283487	1
ANKRD10	55608	1
ANKRD10-IT1	100505494	1
PARP1P1	144	1
LINC00431	104355135	1
LINC00368	101927802	1
ARHGEF7-AS2	100874238	1
ARHGEF7	8874	1
ARHGEF7-IT1	100874371	1
ARHGEF7-AS1	100874226	1
TEX29	121793	1
LINC02337	105370369	1
LINC00354	101928616	1
SOX1-OT	100505996	1
SOX1	6656	1
LINC00404	100874160	1
LINC01070	101928698	1
LINC01043	101928752	1
LINC01044	104266956	1
SPACA7	122258	1
TUBGCP3	10426	1
ATP11AUN	400165	1
ATP11A	23250	1
ATP11A-AS1	100874205	1
MCF2L	23263	1
MCF2L-AS1	100289410	1
F7	2155	1
F10	2159	1
F10-AS1	104413892	1
KARS1P2	100419560	1
PROZ	8858	1
PCID2	55795	1
CUL4A	8451	1
MIR8075	102465874	1
LDHBP1	100289475	1
LAMP1	3916	1
GRTP1	79774	1
GRTP1-AS1	100874068	1
ADPRHL1	113622	1
DCUN1D2	55208	1
DCUN1D2-AS	100874229	1
RNU1-16P	100873860	1
TMCO3	55002	1
TFDP1	7027	1
ATP4B	496	1
GRK1	6011	2
LINC00552	100130386	1
TMEM255B	348013	1
GAS6-AS1	650669	1
GAS6	2621	1
GAS6-DT	100506394	1
LINC00454	100874178	1
LINC00452	643365	1
LINC00565	100861555	1
C13orf46	100507747	1
RASA3	22821	1
RASA3-IT1	100874321	1
CFAP97D2	101929355	1
CDC16	8881	1
MIR548AR	100847035	1
MIR4502	100616227	1
UPF3A	65110	1
CLCP2	100128145	2
CHAMP1	283489	2
LINC01054	104355150	2
RPL23AP97	102723647	2
LINC00645	100505967	2
MIR3171	100422830	2
BNIP3P1	319138	2
RPL26P3	326298	2
LINC02300	105370422	2
EIF4A1P12	100462830	2
BTF3P2	283631	2
FOXG1-AS1	103695363	2
FOXG1	2290	2
LINC01551	387978	2
LINC02282	105370424	2
LINC02281	105370423	2
LINC02327	102724917	2
LINC02326	105370425	2
RNU6-864P	106481776	2
SLC25A21	89874	2
TRMT5	57570	2
SLC38A6	145389	2
TMEM179	388021	1
C14orf180	400258	1
LINC02280	101929634	1
MIR4710	100616300	1
INF2	64423	1
ADSS1	122622	1
SIVA1	10572	1
AKT1	207	1
ZBTB42	100128927	1
LINC00638	196872	1
RPS26P49	100271575	1
RPS2P4	92427	1
CEP170B	283638	1
PLD4	122618	1
AHNAK2	113146	1
CLBA1	122616	1
CDCA4	55038	1
GPR132	29933	1
LINC02298	102723354	1
JAG2	3714	1
MIR6765	102465458	1
NUDT14	256281	1
BRF1	2972	1
BTBD6	90135	1
PACS2	23241	1
RPS20P33	100271564	1
TEX22	647310	1
CRIP2	1397	1
CRIP1	1396	1
TEDC1	283643	1
TMEM121	80757	1
ATP5MC1P1	319136	1
ELK2BP	9995	1
IGHA2	3494	1
IGHE	3497	1
IGHG4	3503	1
MIR8071-1	102465871	1
IGHG2	3501	1
MIR8071-2	102466889	1
COPDA1	115253418	1
IGHGP	3505	1
ELK2AP	2003	1
IGHA1	3493	1
IGHD	3495	2
IGHM	3507	2
MIR4539	100616374	2
MIR4507	100616135	2
MIR4538	100616276	2
MIR4537	100616422	2
IGHJ6	28475	2
IGHJ3P	28478	2
IGHJ5	28476	2
IGHJ4	28477	2
IGHJ3	28479	2
IGHJ2P	28480	2
IGHJ2	28481	2
IGHJ1	28483	2
IGHD7-27	28484	2
IGHJ1P	28482	2
IGHD1-26	28506	2
IGHD6-25	28485	2
IGHD5-24	28489	2
IGHD4-23	28493	2
IGHD3-22	28497	2
IGHD2-21	28502	2
IGHD1-20	28507	2
IGHD6-19	28486	2
IGHD5-18	28490	2
IGHD4-17	28494	2
IGHD3-16	28498	2
IGHD2-15	28503	2
IGHD1-14	28508	2
IGHD6-13	28487	2
IGHD5-12	28491	2
IGHD4-11	28495	2
IGHD3-10	28499	2
IGHD3-9	28500	2
IGHD2-8	28504	2
IGHD1-7	28509	2
IGHD6-6	28488	2
IGHD5-5	28492	2
IGHD4-4	28496	2
IGHD3-3	28501	2
IGHD2-2	28505	2
FAM30A	9834	2
IGHD1-1	28510	2
IGHV6-1	28385	1
IGHVII-1-1	28377	1
ADAM6	8755	1
IGHV1-2	28474	1
IGHVIII-2-1	28355	1
IGHV1-3	28473	1
IGHV4-4	28401	1
IGHV7-4-1	57289	1
IGHV2-5	28457	1
IGHVIII-5-1	28354	1
IGHVIII-5-2	28353	1
IGHV3-6	28453	1
IGHV3-7	28452	1
IGHV3-64D	102723170	1
IGHV5-10-1	28386	1
IGHV3-11	28450	1
IGHVIII-11-1	28352	1
IGHV1-12	28471	1
IGHV3-13	28449	1
IGHVIII-13-1	28351	1
IGHV1-14	28470	1
IGHV3-15	28448	1
IGHVII-15-1	28376	1
IGHV3-16	28447	1
IGHVIII-16-1	28350	1
IGHV1-17	28469	1
SLC20A1P2	192128	1
IGHV1-18	28468	1
IGHV3-19	28446	1
IGHV3-20	28445	1
IGHV3-21	28444	1
IGHV3-22	28443	1
IGHVII-22-1	28374	1
IGHVIII-22-2	28349	1
IGHV3-23	28442	1
IGHV1-24	28467	1
HOMER2P2	317769	1
LINC00226	338004	1
IGHV3-25	28441	1
IGHVIII-25-1	28348	1
IGHV2-26	28455	1
IGHVIII-26-1	28347	1
IGHVII-26-2	28373	1
IGHV7-27	28383	1
IGHV4-28	28400	1
IGHVII-28-1	28372	1
IGHV3-32	28435	1
IGHV3-30	28439	1
IGHVII-30-1	28371	1
IGHV3-30-2	28438	1
MAPKBP1	23005	2
LACTB	114294	2
RPS27L	51065	2
RAB8B	51762	2
APH1B	83464	2
CA12	771	2
PIAS1	8554	1
CALML4	91860	1
CLN6	54982	1
HMGN2P40	100874484	1
FEM1B	10116	1
ITGA11	22801	1
CCDC33	80125	1
CYP11A1	1583	1
PPIAP46	729739	1
LINC02255	105370894	1
SEMA7A	8482	1
MIR6881	102465530	1
UBL7	84993	1
UBL7-AS1	440288	1
SCAPER	49855	2
LINGO1	84894	2
CSPG4P13	100302666	2
SEMA4B	10509	2
NPRL3	8131	1
HBZ	3050	1
HBM	3042	1
HBZP1	3051	1
HBA2	3040	1
HBA1	3039	1
HBQ1	3049	1
LUC7L	55692	1
FAM234A	83986	1
RGS11	8786	1
ARHGDIG	398	1
PDIA2	64714	1
AXIN1	8312	1
MRPL28	10573	1
PGAP6	58986	1
NME4	4833	1
DECR2	26063	1
RAB11FIP3	9727	1
LINC00235	64493	1
CAPN15	6650	1
MIR5587	100847028	1
MIR3176	100423037	1
PRR35	146325	1
PIGQ	9091	1
NHLRC4	283948	1
RAB40C	57799	1
WFIKKN1	117166	1
METTL26	84326	1
MCRIP2	84331	1
WDR90	197335	1
RHOT2	89941	1
RHBDL1	9028	1
STUB1	10273	1
JMJD8	339123	1
WDR24	84219	1
FBXL16	146330	1
METRN	79006	1
ANTKMT	65990	1
CCDC78	124093	1
HAGHL	84264	1
CIAO3	64428	1
MSLN	10232	1
MSLNL	401827	1
MIR662	724032	1
RPUSD1	113000	1
CHTF18	63922	1
GNG13	51764	1
LMF1	64788	1
LMF1-AS1	101929387	1
CEROX1	115804232	1
SOX8	30812	1
SSTR5-AS1	146336	1
SSTR5	6755	1
C1QTNF8	390664	1
CACNA1H	8912	1
TPSG1	25823	1
TPSB2	64499	1
TPSAB1	7177	1
TPSD1	23430	2
PRSS29P	123787	2
TPSP2	650474	2
UBE2I	7329	2
RPS20P2	64726	2
BAIAP3	8938	2
TSR3	115939	2
GNPTG	84572	2
UNKL	64718	2
C16orf91	283951	2
PERCC1	105371045	2
CCDC154	645811	2
CLCN7	1186	2
RPS3AP2	64725	2
PTX4	390667	2
TELO2	9894	2
IFT140	9742	2
TMEM204	79652	2
CRAMP1	57585	2
MAPK8IP3	23162	2
NME3	4832	2
MRPS34	65993	2
EME2	197342	2
SPSB3	90864	2
NUBP2	10101	2
IGFALS	3483	2
HAGH	3029	2
FAHD1	81889	2
MEIOB	254528	2
TSC2	7249	2
PKD1	5310	2
MIR1225	100188847	2
MIR6511B1	102465429	2
MIR4516	100616258	2
MIR3180-5	100500916	2
RAB26	25837	2
SNHG19	100507303	2
SNORD60	26788	2
TRAF7	84231	2
CASKIN1	57524	2
MLST8	64223	2
BRICD5	283870	2
PGP	283871	2
E4F1	1877	2
DNASE1L2	1775	2
ECI1	1632	2
RNPS1	10921	2
MIR3677	100500812	2
MIR940	100126328	2
MIR4717	100616241	2
ABCA3	21	2
KIFC3	3801	2
ZCCHC14	23174	1
JPH3	57338	1
KLHDC4	54758	1
SLC7A5	8140	1
MIR6775	102465464	1
CA5A	763	1
BANP	54971	1
LINC02182	101928880	1
ZNF469	84627	1
ZFPM1	161882	1
MIR5189	100847057	1
ZC3H18	124245	1
IL17C	27189	1
CYBA	1535	1
MVD	4597	1
SNAI3-AS1	197187	1
SNAI3	333929	1
RNF166	115992	1
CTU2	348180	1
PIEZO1	9780	1
MIR4722	100616167	1
CDT1	81620	1
APRT	353	1
GALNS	2588	1
TRAPPC2L	51693	1
PABPN1L	390748	1
CBFA2T3	863	1
ACSF3	197322	1
LINC00304	283860	1
LINC02138	400558	1
CDH15	1013	1
SLC22A31	146429	1
ZNF778	197320	1
ANKRD11	29123	1
RNU6-430P	106479756	1
SPG7	6687	1
RPL13	6137	1
SNORD68	606500	1
CPNE7	27132	1
DPEP1	1800	1
CHMP1A	5119	1
SPATA33	124045	1
CDK10	8558	1
LINC02166	105371416	1
SPATA2L	124044	1
VPS9D1	9605	1
VPS9D1-AS1	100128881	1
ZNF276	92822	1
FANCA	2175	1
PAFAH1B1	5048	2
TRPV1	7442	2
DNAH2	146754	2
RPL29P2	118432	2
KRBA2	124751	2
RPL26	6154	2
RPL13P12	388344	2
TSEN15P1	100288179	2
MED9	55090	2
RASD1	51655	2
PEMT	10400	2
RNU6-468P	106865374	2
SMCR2	105371564	2
RAI1	10743	2
MYO15A	51168	2
RN7SL426P	106481842	2
NATD1	256302	2
EIF1P5	106481690	2
MAP2K3	5606	2
CACNB1	782	2
RPL19	6143	2
STAC2	342667	2
FBXL20	84961	2
TMEM106A	113277	2
CCDC200	100874261	2
RNU2-1	6066	2
NSF	4905	1
RPS7P11	644315	1
WNT3	7473	1
LINC01476	101927728	2
SDK2	54549	1
LINC00469	283982	1
LINC02092	400620	1
CD300A	11314	2
CD300LB	124599	2
CD300C	10871	2
SNHG20	654434	1
SEC14L1	6397	1
SCARNA16	677781	1
MIR6516	102466864	1
RNU4-47P	106479579	1
CYCSP40	360185	1
SEPTIN9-DT	105371907	1
SEPTIN9	10801	1
MIR4316	100422851	1
LINC01987	100132174	1
LINC01973	400624	1
RNU1-80P	106480174	1
TNRC6C	57690	2
UBE2V2P2	104548970	2
RNU6-625P	106479843	2
TNRC6C-AS1	100131096	1
TMC6	11322	1
TMC8	147138	1
C17orf99	100141515	1
EIF5AP2	1986	1
SYNGR2	9144	1
TK1	7083	1
AFMID	125061	1
BIRC5	332	1
TMEM235	283999	1
THA1P	390816	1
LINC01993	100996291	2
RPL9P29	100129357	2
TIMP2	7077	2
CEP295NL	100653515	2
LGALS3BP	3959	2
CANT1	124583	2
C1QTNF1-AS1	100507410	2
C1QTNF1	114897	2
ENGASE	64772	2
RBFOX3	146713	2
MIR4739	100616170	1
LINC02078	100652929	1
ENPP7	339221	1
CBX2	84733	1
CBX8	57332	1
LINC01977	105371919	1
CBX4	8535	1
LINC01979	101928766	1
LINC01978	101928738	1
TBC1D16	125058	1
CCDC40	55036	1
MIR1268B	100616121	1
GAA	2548	1
EIF4A3	9775	1
CARD14	79092	1
SGSH	6448	1
SLC26A11	284129	1
RNF213	57674	1
RNF213-AS1	100294362	1
RPTOR	57521	2
RPL12P37	100129801	2
CHMP6	79643	2
BAIAP2-DT	440465	2
BAIAP2	10458	2
ADCYAP1	116	2
DLGAP1	9229	2
DLGAP1-AS3	201477	2
MIR6718	102465430	2
RNU6-831P	106481443	2
DLGAP1-AS4	101410534	2
GAPDHP66	645256	2
DLGAP1-AS5	284215	2
PPIAP14	5486	2
LINC01892	105371969	2
BOD1P2	100129355	2
AKAIN1	642597	2
LINC00526	147525	2
LINC00667	339290	2
GNAL	2774	2
MC5R	4161	2
RBBP8	5932	2
MIR4741	100616139	2
RN7SL745P	106481858	2
CABLES1	91768	2
TMEM241	85019	2
RIOK3	8780	2
RMC1	29919	2
NPC1	4864	2
ANKRD29	147463	2
GALR1	2587	2
BDP1P	724038	2
PLPP2	8612	2
MIER2	54531	2
THEG	51298	2
C2CD4C	126567	2
SHC2	25759	2
RNA5SP462	100873706	2
ODF3L2	284451	2
MADCAM1	8174	2
TPGS1	91978	2
CDC34	997	2
GZMM	3004	2
BSG	682	2
HCN2	610	2
POLRMT	5442	2
FGF22	27006	2
